tag, type, x, y, z, ad1, time, real_time, acc
1,Linearaccel,-0.05538988,0.1425519,0.0105519295,0,1158,1475565947566,3
1,Linearaccel,-0.0949204,0.030026436,-0.068376064,0,1208,1475565947616,3
1,Linearaccel,0.035475016,0.0015115738,-0.002322197,0,1259,1475565947667,3
1,Linearaccel,0.0010857582,-4.6157837E-4,0.056797028,0,1309,1475565947717,3
1,Linearaccel,-0.12379074,0.12807226,0.07898283,0,1360,1475565947768,3
1,Linearaccel,-0.16912603,0.01149559,0.1066165,0,1410,1475565947818,3
1,Linearaccel,-0.1677351,0.04521036,0.1290474,0,1460,1475565947868,3
1,Linearaccel,-0.18190813,-0.12617445,0.11988926,0,1511,1475565947919,3
1,Linearaccel,-0.1762557,0.047817707,0.1195817,0,1561,1475565947969,3
1,Linearaccel,-0.11689997,-0.020346165,0.06588507,0,1611,1475565948019,3
1,Linearaccel,0.0013914108,-0.025519848,0.035283566,0,1662,1475565948070,3
1,Linearaccel,0.043388844,-0.0030798912,-0.012173653,0,1712,1475565948120,3
1,Linearaccel,0.018709183,0.07935333,-0.0762229,0,1762,1475565948170,3
1,Linearaccel,-0.04636097,0.15022755,-0.06600666,0,1813,1475565948221,3
1,Linearaccel,-0.018048048,0.09644127,-0.004606724,0,1863,1475565948271,3
1,Linearaccel,-0.0951035,0.1663909,0.117348194,0,1913,1475565948321,3
1,Linearaccel,-0.2793088,0.22139215,0.18543053,0,1964,1475565948372,3
1,Linearaccel,-0.34674644,0.33243847,0.38427305,0,2014,1475565948422,3
1,Linearaccel,-0.47585654,0.40280056,0.52494526,0,2054,1475565948462,3
1,Linearaccel,-0.59821796,0.5156889,0.5426984,0,2105,1475565948513,3
1,Linearaccel,-0.3050406,0.6913247,0.23125553,0,2155,1475565948563,3
1,Linearaccel,0.22617435,1.0498185,-0.9744358,0,2206,1475565948614,3
1,Linearaccel,0.14867234,2.1050658,-2.041555,0,2256,1475565948664,3
1,Linearaccel,0.2025876,2.1429424,-2.275247,0,2306,1475565948714,3
1,Linearaccel,0.9274354,2.434966,-1.8897395,0,2357,1475565948765,3
1,Linearaccel,2.5956135,1.8485804,-0.36600924,0,2407,1475565948815,3
1,Linearaccel,3.9708276,-0.31329823,0.34510565,0,2457,1475565948865,3
1,Linearaccel,4.4243817,-1.460309,1.6508346,0,2508,1475565948916,3
1,Linearaccel,3.5717888,-4.5353866,1.3691819,0,2558,1475565948966,3
1,Linearaccel,0.548501,-5.0317345,1.7791355,0,2608,1475565949016,3
1,Linearaccel,-2.6200438,-5.868956,1.5509338,0,2659,1475565949067,3
1,Linearaccel,-6.7873087,-4.6070013,2.1633465,0,2709,1475565949117,3
1,Linearaccel,-9.530862,-3.7909508,1.3783481,0,2759,1475565949167,3
1,Linearaccel,-9.459667,-3.2499537,0.42747998,0,2810,1475565949218,3
1,Linearaccel,-6.565862,-2.9843335,-0.2636137,0,2860,1475565949268,3
1,Linearaccel,4.702188,-10.552919,-1.7061069,0,2910,1475565949318,3
1,Linearaccel,13.739008,-9.859537,-1.2502489,0,2961,1475565949369,3
1,Linearaccel,10.092488,-1.4134493,-3.2299867,0,3011,1475565949419,3
1,Linearaccel,4.2492623,7.25012,-3.1045039,0,3062,1475565949470,3
1,Linearaccel,1.8162589,10.787088,-3.0693777,0,3112,1475565949520,3
1,Linearaccel,1.2403462,14.653466,-3.0493636,0,3162,1475565949570,3
1,Linearaccel,1.4186547,12.610452,-1.435139,0,3213,1475565949621,3
1,Linearaccel,8.965416,-0.2563982,-0.6784481,0,3263,1475565949671,3
1,Linearaccel,13.462721,-11.524734,1.6515756,0,3313,1475565949721,3
1,Linearaccel,2.041038,-11.466894,0.5529152,0,3364,1475565949772,3
1,Linearaccel,-11.7343,-2.7778826,-2.2769346,0,3414,1475565949822,3
1,Linearaccel,-15.787129,5.4345236,-0.890556,0,3464,1475565949872,3
1,Linearaccel,-14.7523575,4.9243317,-0.048215628,0,3515,1475565949923,3
1,Linearaccel,-10.368054,3.439251,0.41189677,0,3565,1475565949973,3
1,Linearaccel,-4.136205,-6.8433123,0.19768614,0,3615,1475565950023,3
1,Linearaccel,9.990426,-10.319297,-3.4492202,0,3666,1475565950074,3
1,Linearaccel,14.668474,-7.516492,-2.5832057,0,3716,1475565950124,3
1,Linearaccel,8.486892,4.2791557,-3.347504,0,3766,1475565950174,3
1,Linearaccel,4.2886744,9.849627,-2.7061558,0,3817,1475565950225,3
1,Linearaccel,5.2790365,14.075353,-2.5525699,0,3867,1475565950275,3
1,Linearaccel,3.3589134,14.387049,-3.652927,0,3918,1475565950326,3
1,Linearaccel,3.8926992,8.135649,-1.7760249,0,3968,1475565950376,3
1,Linearaccel,14.722437,-9.704694,-4.272582,0,4018,1475565950426,3
1,Linearaccel,8.201361,-10.832143,1.1160924,0,4069,1475565950477,3
1,Linearaccel,-5.693883,-6.1685486,-2.9899173,0,4119,1475565950527,3
1,Linearaccel,-13.939022,3.939908,-2.3085952,0,4169,1475565950577,3
1,Linearaccel,-12.007351,6.5656023,-0.039887905,0,4220,1475565950628,3
1,Linearaccel,-9.965368,5.707509,0.6653949,0,4270,1475565950678,3
1,Linearaccel,-7.1673717,3.1744843,0.8005972,0,4320,1475565950728,3
1,Linearaccel,-3.31935,-8.177173,-0.20523441,0,4371,1475565950779,3
1,Linearaccel,14.477503,-10.502422,-1.2499828,0,4421,1475565950829,3
1,Linearaccel,12.821072,-7.482237,-1.1903639,0,4471,1475565950879,3
1,Linearaccel,7.396634,4.0290565,-2.2052388,0,4522,1475565950930,3
1,Linearaccel,4.531299,8.506805,-1.2234622,0,4572,1475565950980,3
1,Linearaccel,4.142331,12.192692,-2.4870133,0,4622,1475565951030,3
1,Linearaccel,3.438472,13.123894,-2.8177574,0,4673,1475565951081,3
1,Linearaccel,4.042294,8.636681,-0.5865453,0,4723,1475565951131,3
1,Linearaccel,13.49994,-8.473085,-5.5658145,0,4774,1475565951182,3
1,Linearaccel,10.070037,-10.778116,-0.6580627,0,4824,1475565951232,3
1,Linearaccel,-3.9001791,-5.780343,-2.4045463,0,4874,1475565951282,3
1,Linearaccel,-12.545439,4.479535,-0.96625996,0,4925,1475565951333,3
1,Linearaccel,-11.169812,6.79428,0.48152703,0,4975,1475565951383,3
1,Linearaccel,-9.719625,7.04023,0.70613664,0,5025,1475565951433,3
1,Linearaccel,-7.919883,1.507905,1.0050981,0,5076,1475565951484,3
1,Linearaccel,-2.776588,-9.807064,0.37294576,0,5126,1475565951534,3
1,Linearaccel,12.237402,-10.774238,0.06520334,0,5176,1475565951584,3
1,Linearaccel,10.510601,-7.810871,0.59664875,0,5227,1475565951635,3
1,Linearaccel,5.6798506,4.1241655,-1.5575868,0,5277,1475565951685,3
1,Linearaccel,3.7149358,9.9588585,-1.6193997,0,5327,1475565951735,3
1,Linearaccel,5.5870337,13.4219265,-1.4539039,0,5378,1475565951786,3
1,Linearaccel,3.254491,12.781843,-2.270347,0,5428,1475565951836,3
1,Linearaccel,3.4697955,6.7194185,1.387336,0,5479,1475565951887,3
1,Linearaccel,14.877194,-10.754696,-2.8416858,0,5529,1475565951937,3
1,Linearaccel,7.5453477,-11.096468,0.9565056,0,5579,1475565951987,3
1,Linearaccel,-6.1970663,-3.1878204,-1.1652256,0,5630,1475565952038,3
1,Linearaccel,-11.951114,8.050759,0.9378668,0,5680,1475565952088,3
1,Linearaccel,-11.714386,7.786186,0.8753287,0,5730,1475565952138,3
1,Linearaccel,-12.150923,5.9522285,0.8144575,0,5781,1475565952189,3
1,Linearaccel,-9.062179,-2.1235666,-0.37257344,0,5831,1475565952239,3
1,Linearaccel,-0.477736,-11.239406,-2.0183873,0,5881,1475565952289,3
1,Linearaccel,15.416237,-11.038583,-2.4899597,0,5932,1475565952340,3
1,Linearaccel,11.266549,-4.203964,-2.8568993,0,5982,1475565952390,3
1,Linearaccel,5.5468473,8.1393585,-2.8314,0,6032,1475565952440,3
1,Linearaccel,5.0225663,12.252751,-2.450982,0,6083,1475565952491,3
1,Linearaccel,5.4963245,13.852407,-2.534778,0,6133,1475565952541,3
1,Linearaccel,2.7450833,11.381362,-1.6635268,0,6183,1475565952591,3
1,Linearaccel,8.700048,-3.2764769,-2.6520069,0,6234,1475565952642,3
1,Linearaccel,12.807138,-11.640391,-0.14113104,0,6284,1475565952692,3
1,Linearaccel,0.26614475,-10.05453,-2.173365,0,6335,1475565952743,3
1,Linearaccel,-9.200117,1.7129631,-1.1275027,0,6385,1475565952793,3
1,Linearaccel,-11.686319,6.925309,0.39285433,0,6435,1475565952843,3
1,Linearaccel,-12.974665,6.757871,-0.49854815,0,6486,1475565952894,3
1,Linearaccel,-9.562657,3.1807451,-1.037015,0,6536,1475565952944,3
1,Linearaccel,-5.293607,-7.1040697,-2.7645154,0,6586,1475565952994,3
1,Linearaccel,9.33651,-11.520261,-7.6042066,0,6637,1475565953045,3
1,Linearaccel,12.107974,-8.423872,-3.643618,0,6687,1475565953095,3
1,Linearaccel,7.861762,1.3519669,-2.4278092,0,6737,1475565953145,3
1,Linearaccel,3.6247947,7.0216465,-1.2082328,0,6788,1475565953196,3
1,Linearaccel,2.540393,11.593601,0.477803,0,6838,1475565953246,3
1,Linearaccel,2.7061098,12.222669,-0.37416112,0,6888,1475565953296,3
1,Linearaccel,0.538303,7.7453103,-0.7509551,0,6939,1475565953347,3
1,Linearaccel,12.434666,-9.551647,-4.0854144,0,6989,1475565953397,3
1,Linearaccel,10.655704,-11.952504,-2.3075786,0,7039,1475565953447,3
1,Linearaccel,-4.098927,-5.361979,-3.348638,0,7090,1475565953498,3
1,Linearaccel,-13.189312,7.2357874,-1.7780044,0,7140,1475565953548,3
1,Linearaccel,-12.351921,8.281634,-1.0434101,0,7191,1475565953599,3
1,Linearaccel,-11.0332775,5.275406,-1.269198,0,7241,1475565953649,3
1,Linearaccel,-7.677475,-2.514894,-1.8946126,0,7291,1475565953699,3
1,Linearaccel,1.0778892,-12.003766,-5.438592,0,7342,1475565953750,3
1,Linearaccel,14.985342,-11.718802,-5.80708,0,7392,1475565953800,3
1,Linearaccel,10.628085,-4.3806686,-4.1191654,0,7442,1475565953850,3
1,Linearaccel,5.2240634,5.7313986,-1.7779609,0,7493,1475565953901,3
1,Linearaccel,2.6417205,10.218531,-1.2305536,0,7543,1475565953951,3
1,Linearaccel,3.0601897,13.137952,-0.8556334,0,7593,1475565954001,3
1,Linearaccel,0.7436578,11.229297,-1.107652,0,7644,1475565954052,3
1,Linearaccel,4.8805246,-1.3818374,-2.6304097,0,7694,1475565954102,3
1,Linearaccel,15.245647,-12.385178,-1.7791061,0,7744,1475565954152,3
1,Linearaccel,2.8143814,-11.405685,-4.1141133,0,7795,1475565954203,3
1,Linearaccel,-7.7475505,0.90568733,-3.2879999,0,7845,1475565954253,3
1,Linearaccel,-11.721526,8.15426,-1.43632,0,7896,1475565954304,3
1,Linearaccel,-11.00555,6.782879,0.17837143,0,7946,1475565954354,3
1,Linearaccel,-9.405814,6.067742,-0.021567225,0,7996,1475565954404,3
1,Linearaccel,-6.72058,-5.7168303,-1.9083866,0,8047,1475565954455,3
1,Linearaccel,7.226348,-12.239235,-7.6182528,0,8097,1475565954505,3
1,Linearaccel,11.152628,-10.212051,-3.6908262,0,8147,1475565954555,3
1,Linearaccel,7.293095,-0.3713808,-2.619956,0,8198,1475565954606,3
1,Linearaccel,3.1967635,6.938369,-0.9054973,0,8248,1475565954656,3
1,Linearaccel,3.0422542,12.2281475,-1.2082971,0,8298,1475565954706,3
1,Linearaccel,1.2044896,12.658269,-2.0980976,0,8349,1475565954757,3
1,Linearaccel,2.7523997,5.800798,-1.5574422,0,8399,1475565954807,3
1,Linearaccel,15.447218,-11.580946,-4.880229,0,8449,1475565954857,3
1,Linearaccel,7.5042086,-12.11837,-2.8946137,0,8500,1475565954908,3
1,Linearaccel,-5.525959,-3.4116597,-3.4094405,0,8550,1475565954958,3
1,Linearaccel,-11.14333,4.83768,-1.011,0,8600,1475565955008,3
1,Linearaccel,-9.373067,5.776628,-0.5743066,0,8651,1475565955059,3
1,Linearaccel,-7.980607,4.351603,0.21607602,0,8701,1475565955109,3
1,Linearaccel,-6.9056096,0.19394398,0.21614099,0,8752,1475565955160,3
1,Linearaccel,1.2412429,-11.838284,-3.941214,0,8802,1475565955210,3
1,Linearaccel,13.757362,-11.877063,-2.8416452,0,8852,1475565955260,3
1,Linearaccel,8.892264,-7.1002717,-3.2217023,0,8903,1475565955311,3
1,Linearaccel,5.405678,3.7814474,-2.5024478,0,8953,1475565955361,3
1,Linearaccel,2.7257717,8.311919,-2.0219297,0,9003,1475565955411,3
1,Linearaccel,3.6613863,10.655363,-2.0635982,0,9054,1475565955462,3
1,Linearaccel,3.7173073,10.182056,-2.44584,0,9104,1475565955512,3
1,Linearaccel,7.8018947,1.4433842,-2.8002877,0,9154,1475565955562,3
1,Linearaccel,15.849468,-12.130257,-4.988064,0,9205,1475565955613,3
1,Linearaccel,8.370477,-12.32422,-2.6588392,0,9255,1475565955663,3
1,Linearaccel,-1.8400857,-5.651844,-3.3411813,0,9305,1475565955713,3
1,Linearaccel,-10.764055,2.298636,-2.9353218,0,9356,1475565955764,3
1,Linearaccel,-12.154077,5.385802,-1.0291957,0,9406,1475565955814,3
1,Linearaccel,-11.371822,4.3003316,0.7331369,0,9456,1475565955864,3
1,Linearaccel,-8.478802,-4.2370625,-0.03872776,0,9507,1475565955915,3
1,Linearaccel,3.8100948,-12.173733,-0.9148399,0,9557,1475565955965,3
1,Linearaccel,12.546364,-11.740242,-2.5086243,0,9608,1475565956016,3
1,Linearaccel,12.141216,-7.0682,-3.2136843,0,9658,1475565956066,3
1,Linearaccel,7.2825174,3.0241928,-2.5109158,0,9708,1475565956116,3
1,Linearaccel,2.6769683,7.360663,-1.1515311,0,9759,1475565956167,3
1,Linearaccel,1.2637641,11.113674,-0.18525177,0,9809,1475565956217,3
1,Linearaccel,1.1880786,10.391567,0.003239125,0,9859,1475565956267,3
1,Linearaccel,2.0301065,4.1524878,0.29919314,0,9910,1475565956318,3
1,Linearaccel,14.244868,-11.185328,-0.5143651,0,9960,1475565956368,3
1,Linearaccel,8.276075,-12.282379,-0.3098557,0,10010,1475565956418,3
1,Linearaccel,-1.5445704,-9.447977,-1.382863,0,10061,1475565956469,3
1,Linearaccel,-8.519765,-1.8881283,-0.61497426,0,10111,1475565956519,3
1,Linearaccel,-12.161566,5.0293226,-1.5467273,0,10161,1475565956569,3
1,Linearaccel,-11.810561,5.398754,-1.318119,0,10212,1475565956620,3
1,Linearaccel,-7.8647103,-1.2817779,-2.5865002,0,10262,1475565956670,3
1,Linearaccel,2.3716958,-11.542442,-4.088507,0,10313,1475565956721,3
1,Linearaccel,14.364367,-11.948622,-4.2860713,0,10363,1475565956771,3
1,Linearaccel,12.337606,-6.5163326,-4.543331,0,10413,1475565956821,3
1,Linearaccel,6.64115,4.8214736,-3.127873,0,10464,1475565956872,3
1,Linearaccel,2.0418751,9.150349,-2.2027366,0,10514,1475565956922,3
1,Linearaccel,0.8561042,12.404659,-2.5205898,0,10564,1475565956972,3
1,Linearaccel,0.75770646,10.941594,-1.9556787,0,10615,1475565957023,3
1,Linearaccel,4.0857983,1.6891131,-1.81681,0,10665,1475565957073,3
1,Linearaccel,12.64031,-11.672597,-1.6983676,0,10715,1475565957123,3
1,Linearaccel,7.0386,-12.127335,-3.0792994,0,10766,1475565957174,3
1,Linearaccel,-1.345989,-7.032013,-1.5808026,0,10816,1475565957224,3
1,Linearaccel,-6.8526764,0.06310654,-1.5634825,0,10866,1475565957274,3
1,Linearaccel,-10.630533,5.330772,-2.506676,0,10917,1475565957325,3
1,Linearaccel,-10.29372,5.9340563,-1.8100781,0,10967,1475565957375,3
1,Linearaccel,-7.0938168,-0.20761347,-2.4035354,0,11017,1475565957425,3
1,Linearaccel,-1.3362567,-10.999212,-3.610167,0,11068,1475565957476,3
1,Linearaccel,13.765402,-12.184422,-4.932412,0,11118,1475565957526,3
1,Linearaccel,8.499851,-7.127168,-3.4738846,0,11169,1475565957577,3
1,Linearaccel,4.104988,2.086166,-3.5054817,0,11219,1475565957627,3
1,Linearaccel,1.3123064,7.022521,-3.5340066,0,11269,1475565957677,3
1,Linearaccel,1.7078384,9.582914,-2.8603423,0,11320,1475565957728,3
1,Linearaccel,1.8189263,8.556169,-2.3307004,0,11370,1475565957778,3
1,Linearaccel,5.0077114,-1.284524,-0.8906102,0,11420,1475565957828,3
1,Linearaccel,9.024344,-12.401914,-0.95604205,0,11471,1475565957879,3
1,Linearaccel,2.9228554,-11.558384,-0.2755406,0,11521,1475565957929,3
1,Linearaccel,-3.4940948,-4.073663,-2.800991,0,11571,1475565957979,3
1,Linearaccel,-8.7669325,3.0835323,-2.1731257,0,11622,1475565958030,3
1,Linearaccel,-8.961756,7.0336742,-1.2448324,0,11672,1475565958080,3
1,Linearaccel,-6.903574,3.9564157,-1.9898525,0,11722,1475565958130,3
1,Linearaccel,-5.519108,-2.3752441,-1.0123305,0,11773,1475565958181,3
1,Linearaccel,2.8202496,-11.834729,-4.840668,0,11823,1475565958231,3
1,Linearaccel,13.761075,-11.014116,-3.4631672,0,11873,1475565958281,3
1,Linearaccel,8.21636,-4.2696657,-2.7222767,0,11924,1475565958332,3
1,Linearaccel,4.7263746,3.083581,-2.149187,0,11974,1475565958382,3
1,Linearaccel,2.2970288,7.6437583,-1.5512455,0,12025,1475565958433,3
1,Linearaccel,1.8194156,9.831925,-1.7975312,0,12075,1475565958483,3
1,Linearaccel,1.6416867,9.407074,-1.7339171,0,12125,1475565958533,3
1,Linearaccel,8.15242,-3.1396642,-2.3432913,0,12176,1475565958584,3
1,Linearaccel,12.347493,-11.978909,-2.5763698,0,12226,1475565958634,3
1,Linearaccel,4.0260496,-10.687435,-1.7677847,0,12276,1475565958684,3
1,Linearaccel,-4.6514482,-1.909802,-2.5876362,0,12327,1475565958735,3
1,Linearaccel,-9.805405,4.011472,-0.6234671,0,12377,1475565958785,3
1,Linearaccel,-8.075654,6.6586046,0.39928028,0,12427,1475565958835,3
1,Linearaccel,-6.408001,5.011734,1.0850679,0,12478,1475565958886,3
1,Linearaccel,-3.5190063,-3.5455866,1.0576003,0,12528,1475565958936,3
1,Linearaccel,6.1419706,-11.65645,-1.1557076,0,12578,1475565958986,3
1,Linearaccel,12.127674,-11.415315,-1.2505879,0,12629,1475565959037,3
1,Linearaccel,9.405084,-6.1315556,-1.700356,0,12679,1475565959087,3
1,Linearaccel,5.0391474,2.6720238,-1.7333741,0,12729,1475565959137,3
1,Linearaccel,3.43437,8.007974,-0.38124117,0,12780,1475565959188,3
1,Linearaccel,2.1636875,10.342932,-0.89627194,0,12830,1475565959238,3
1,Linearaccel,1.8513844,10.431616,-1.2729623,0,12881,1475565959289,3
1,Linearaccel,4.336539,3.7549653,0.22531477,0,12931,1475565959339,3
1,Linearaccel,14.133801,-10.941348,-2.126524,0,12981,1475565959389,3
1,Linearaccel,7.273115,-11.723631,-0.5053051,0,13032,1475565959440,3
1,Linearaccel,-4.851635,-5.419837,-2.117032,0,13082,1475565959490,3
1,Linearaccel,-12.487478,2.5871105,-0.9437846,0,13132,1475565959540,3
1,Linearaccel,-11.391418,4.977099,-1.7276062,0,13183,1475565959591,3
1,Linearaccel,-9.796932,1.5607424,-1.058476,0,13233,1475565959641,3
1,Linearaccel,-5.626894,-3.4825268,0.8522958,0,13283,1475565959691,3
1,Linearaccel,1.324969,-11.459365,-1.4228747,0,13334,1475565959742,3
1,Linearaccel,15.123009,-11.193654,-2.916862,0,13384,1475565959792,3
1,Linearaccel,9.753003,-3.4599485,-3.1169634,0,13434,1475565959842,3
1,Linearaccel,5.4997225,5.456829,-2.2576227,0,13485,1475565959893,3
1,Linearaccel,4.6578407,8.891422,-1.450322,0,13535,1475565959943,3
1,Linearaccel,5.749548,11.969999,-1.1652101,0,13586,1475565959994,3
1,Linearaccel,3.5347157,10.342871,-1.12474,0,13636,1475565960044,3
1,Linearaccel,8.010467,-0.7351351,-0.5431108,0,13686,1475565960094,3
1,Linearaccel,14.902773,-11.782254,-1.814812,0,13737,1475565960145,3
1,Linearaccel,4.1794643,-11.24028,-1.59054,0,13787,1475565960195,3
1,Linearaccel,-6.011859,-1.788764,-1.4849634,0,13837,1475565960245,3
1,Linearaccel,-10.9227295,4.990527,-0.71780026,0,13888,1475565960296,3
1,Linearaccel,-11.0154915,6.3482313,-1.3365371,0,13938,1475565960346,3
1,Linearaccel,-9.363562,3.5380301,-0.9722533,0,13988,1475565960396,3
1,Linearaccel,-5.935001,-4.408385,-1.2452723,0,14039,1475565960447,3
1,Linearaccel,0.3312837,-11.609252,-5.7270794,0,14089,1475565960497,3
1,Linearaccel,16.124777,-11.201495,-5.333945,0,14139,1475565960547,3
1,Linearaccel,9.616484,-2.8005457,-3.3321233,0,14190,1475565960598,3
1,Linearaccel,5.203351,5.941177,-2.097597,0,14240,1475565960648,3
1,Linearaccel,3.4269981,10.060425,-1.6314198,0,14290,1475565960698,3
1,Linearaccel,4.798592,11.126791,-1.358807,0,14341,1475565960749,3
1,Linearaccel,4.1182566,9.445646,-1.5148001,0,14391,1475565960799,3
1,Linearaccel,11.525513,-4.026601,-2.309683,0,14442,1475565960850,3
1,Linearaccel,12.648819,-12.221815,-0.4596331,0,14492,1475565960900,3
1,Linearaccel,2.3641026,-12.207449,-3.8364153,0,14542,1475565960950,3
1,Linearaccel,-7.6118817,-4.901763,-3.385471,0,14593,1475565961001,3
1,Linearaccel,-12.652409,2.9572072,-2.0309691,0,14643,1475565961051,3
1,Linearaccel,-12.772138,5.549672,-2.5107346,0,14693,1475565961101,3
1,Linearaccel,-10.380293,2.2345142,-2.4766035,0,14744,1475565961152,3
1,Linearaccel,-5.950821,-3.2258701,-1.8182299,0,14794,1475565961202,3
1,Linearaccel,3.6403117,-11.888491,-5.7019224,0,14844,1475565961252,3
1,Linearaccel,15.28586,-11.2896595,-5.353367,0,14895,1475565961303,3
1,Linearaccel,10.428325,-3.144621,-3.9308157,0,14945,1475565961353,3
1,Linearaccel,5.6368537,5.2084002,-2.917897,0,14995,1475565961403,3
1,Linearaccel,2.9732237,10.864811,-1.6079398,0,15046,1475565961454,3
1,Linearaccel,3.4625735,11.408961,-1.8993903,0,15096,1475565961504,3
1,Linearaccel,2.4802957,9.87219,-1.2412238,0,15146,1475565961554,3
1,Linearaccel,7.9004154,-1.631475,-2.1262276,0,15197,1475565961605,3
1,Linearaccel,14.064512,-12.372648,-1.3303436,0,15247,1475565961655,3
1,Linearaccel,3.2659168,-12.337655,-3.7699976,0,15298,1475565961706,3
1,Linearaccel,-7.329539,-5.7145076,-3.13167,0,15348,1475565961756,3
1,Linearaccel,-11.33369,2.0283394,-2.0506716,0,15398,1475565961806,3
1,Linearaccel,-10.530334,5.367625,-1.8540498,0,15449,1475565961857,3
1,Linearaccel,-9.768311,5.297892,-1.0910141,0,15499,1475565961907,3
1,Linearaccel,-6.8126,0.56373644,-2.2999,0,15549,1475565961957,3
1,Linearaccel,-2.3794718,-11.03818,-5.3570366,0,15600,1475565962008,3
1,Linearaccel,13.955736,-11.999325,-6.273469,0,15650,1475565962058,3
1,Linearaccel,9.48158,-7.286513,-3.9619725,0,15700,1475565962108,3
1,Linearaccel,5.92336,2.5090227,-3.8231645,0,15751,1475565962159,3
1,Linearaccel,3.5743651,7.581216,-2.8985803,0,15801,1475565962209,3
1,Linearaccel,3.2661502,11.573169,-2.503289,0,15851,1475565962259,3
1,Linearaccel,2.8925705,10.614208,-2.2407742,0,15902,1475565962310,3
1,Linearaccel,4.658228,4.6004763,-1.2576687,0,15952,1475565962360,3
1,Linearaccel,11.9580555,-11.556236,-2.6093638,0,16003,1475565962411,3
1,Linearaccel,5.070321,-12.397779,-1.8244812,0,16053,1475565962461,3
1,Linearaccel,-3.3800948,-9.548197,-3.4811313,0,16103,1475565962511,3
1,Linearaccel,-8.059574,-0.35610723,-2.3504014,0,16154,1475565962562,3
1,Linearaccel,-10.276411,5.197877,-1.5979798,0,16204,1475565962612,3
1,Linearaccel,-11.113974,6.9260707,-2.099555,0,16254,1475565962662,3
1,Linearaccel,-8.945677,3.9465299,-2.3350854,0,16305,1475565962713,3
1,Linearaccel,-6.6005363,-6.064033,-3.4909313,0,16355,1475565962763,3
1,Linearaccel,3.1186068,-12.218415,-7.5158353,0,16405,1475565962813,3
1,Linearaccel,13.026653,-11.696063,-5.295948,0,16456,1475565962864,3
1,Linearaccel,8.835446,-2.5927067,-3.8228164,0,16506,1475565962914,3
1,Linearaccel,5.66722,5.0461674,-2.9547784,0,16556,1475565962964,3
1,Linearaccel,4.153887,9.713839,-2.6578789,0,16607,1475565963015,3
1,Linearaccel,4.966591,12.07246,-2.739565,0,16657,1475565963065,3
1,Linearaccel,3.6092787,10.587357,-2.3720214,0,16707,1475565963115,3
1,Linearaccel,7.351532,0.99855137,-2.1591067,0,16758,1475565963166,3
1,Linearaccel,11.908772,-12.69721,-2.8690836,0,16808,1475565963216,3
1,Linearaccel,2.8262975,-12.68002,-4.0045815,0,16859,1475565963267,3
1,Linearaccel,-6.5111613,-6.144176,-3.1164932,0,16909,1475565963317,3
1,Linearaccel,-11.871204,2.4828591,-2.4034224,0,16959,1475565963367,3
1,Linearaccel,-12.572653,5.540473,-1.9322815,0,17010,1475565963418,3
1,Linearaccel,-9.995266,4.7521334,-2.0422125,0,17060,1475565963468,3
1,Linearaccel,-7.1365805,-1.7920141,-3.0614421,0,17110,1475565963518,3
1,Linearaccel,-2.9703488,-11.663584,-4.879999,0,17161,1475565963569,3
1,Linearaccel,11.946529,-12.438242,-7.8367543,0,17211,1475565963619,3
1,Linearaccel,12.206891,-9.471854,-3.7182481,0,17261,1475565963669,3
1,Linearaccel,6.8814545,1.415093,-4.120184,0,17312,1475565963720,3
